"Sample Date","variable","value","calculated","popUp"
2022-11-07,"Somerset Blvd and Colorado Ave (OMNI)",0.283,28.3,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-11-07<b>   Observation:</b> 0.283 ng/m3</br></br><b>This reading is 28.3 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-13,"Somerset Blvd and Colorado Ave (OMNI)",0.172,17.2,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-13<b>   Observation:</b> 0.172 ng/m3</br></br><b>This reading is 17.2 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-16,"Somerset Blvd and Colorado Ave (OMNI)",0.06,6,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-16<b>   Observation:</b> 0.06 ng/m3</br></br><b>This reading is 6 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-19,"Somerset Blvd and Colorado Ave (OMNI)",0.208,20.8,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-19<b>   Observation:</b> 0.208 ng/m3</br></br><b>This reading is 20.8 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-22,"Somerset Blvd and Colorado Ave (OMNI)",0.07,7,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-22<b>   Observation:</b> 0.07 ng/m3</br></br><b>This reading is 7 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-28,"Somerset Blvd and Colorado Ave (OMNI)",0.362,36.2,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-28<b>   Observation:</b> 0.362 ng/m3</br></br><b>This reading is 36.2 times higher </br>than the EPA Risk Threshold.</b>"
2022-12-31,"Somerset Blvd and Colorado Ave (OMNI)",0.108,10.8,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2022-12-31<b>   Observation:</b> 0.108 ng/m3</br></br><b>This reading is 10.8 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-09,"Somerset Blvd and Colorado Ave (OMNI)",0.08,8,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-09<b>   Observation:</b> 0.08 ng/m3</br></br><b>This reading is 8 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-12,"Somerset Blvd and Colorado Ave (OMNI)",0.123,12.3,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-12<b>   Observation:</b> 0.123 ng/m3</br></br><b>This reading is 12.3 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-15,"Somerset Blvd and Colorado Ave (OMNI)",0.777,77.7,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-15<b>   Observation:</b> 0.777 ng/m3</br></br><b>This reading is 77.7 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-18,"Somerset Blvd and Colorado Ave (OMNI)",0.179,17.9,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-18<b>   Observation:</b> 0.179 ng/m3</br></br><b>This reading is 17.9 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-21,"Somerset Blvd and Colorado Ave (OMNI)",0.057,5.7,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-21<b>   Observation:</b> 0.057 ng/m3</br></br><b>This reading is 5.7 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-24,"Somerset Blvd and Colorado Ave (OMNI)",0.427,42.7,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-24<b>   Observation:</b> 0.427 ng/m3</br></br><b>This reading is 42.7 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-27,"Somerset Blvd and Colorado Ave (OMNI)",0.201,20.1,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-27<b>   Observation:</b> 0.201 ng/m3</br></br><b>This reading is 20.1 times higher </br>than the EPA Risk Threshold.</b>"
2023-01-30,"Somerset Blvd and Colorado Ave (OMNI)",0.307,30.7,"<b>Air Monitor:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Date:</b> 2023-01-30<b>   Observation:</b> 0.307 ng/m3</br></br><b>This reading is 30.7 times higher </br>than the EPA Risk Threshold.</b>"
